GISAID_isolate_id,genotype_profile,genotype_label,USDA_genotype
EPI_ISL_19228666,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228665,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228663,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228662,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228661,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228660,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228659,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228658,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228657,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228656,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228654,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228653,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228652,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228651,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228647,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228642,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228636,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228635,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228632,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228631,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228629,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228626,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228625,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228624,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228623,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228622,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228621,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228620,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228618,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228617,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228616,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228615,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228614,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228612,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228611,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228610,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228609,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228608,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228572,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228570,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228567,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228565,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228564,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228563,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228562,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228558,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228557,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228556,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228555,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228554,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228552,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228551,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228550,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228549,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228548,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228547,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228546,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228545,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228544,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228511,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228510,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228509,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228508,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228507,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228506,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228505,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228504,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228245,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228244,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228243,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228233,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228232,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228231,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228230,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228229,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228228,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228227,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228226,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228225,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228224,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228222,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228221,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228220,3_2_1_1_1_1_1_2,H5N1/2023/R10,NA
EPI_ISL_19228219,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228218,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228217,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228216,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228208,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228207,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228206,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228205,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228204,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228203,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228202,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228201,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228200,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228199,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228193,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228192,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228191,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228190,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19228189,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19032063,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_18901688,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_18901687,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18901686,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18901684,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18901680,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_18901678,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18901674,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_18901644,2_1_1_1_2_1_1_1,H5N1/2020/R1,A5
EPI_ISL_18901641,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18901635,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_19000792,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18983107,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_19213570,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18918834,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18918530,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18918835,1_8_2_1_2_1_1_1,H5N1/2023/R3,Notassigned
EPI_ISL_18819826,25_9_8_1_18_6_1_1,NA,NA
EPI_ISL_18918831,1_8_2_1_2_1_1_1,H5N1/2023/R3,Notassigned
EPI_ISL_18901637,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18885838,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_18885828,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18853651,25_9_8_1_18_6_1_1,NA,NA
EPI_ISL_18918809,1_8_2_1_2_1_1_1,H5N1/2023/R3,Notassigned
EPI_ISL_18885839,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18885547,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18853650,25_9_8_1_18_6_1_1,NA,NA
EPI_ISL_18788100,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_19410286,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_19410285,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_19410284,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18885854,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18885852,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18885826,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18720877,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720875,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720863,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720862,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720861,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720860,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720859,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720858,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720857,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720856,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720855,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720854,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720853,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720852,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720851,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720850,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720848,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720846,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720844,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720842,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720840,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720838,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720836,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720834,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720827,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720825,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720823,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720821,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720819,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720817,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_18720815,2_1_1_1_2_1_1_1,H5N1/2020/R1,A3
EPI_ISL_19196363,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19196362,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19462802,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462801,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462795,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462794,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19101267,4_3_7_1_1_1_1_1,H5N1/2022/R12,B1.3
EPI_ISL_18953094,6_4_3_1_3_2_1_3,H5N8/2020/R2,NA
EPI_ISL_18953089,1_4_2_1_12_4_1_3,NA,NA
EPI_ISL_18788075,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18740267,25_9_8_1_18_6_1_1,NA,NA
EPI_ISL_19446317,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19446316,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19446315,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19446314,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19446313,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19134618,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19134617,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19134612,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19134610,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19134591,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19134590,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_18953091,6_4_3_1_3_2_1_3,H5N8/2020/R2,NA
EPI_ISL_19510710,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_19462810,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462809,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462808,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462807,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462806,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462805,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462804,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462803,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462800,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462799,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462798,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462796,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462793,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462792,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462791,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462790,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462789,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462788,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462787,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462786,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462785,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462784,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462783,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19462782,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19510870,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_19363661,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19363660,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18788590,6_7_2_1_3_2_1_3,H5N8/2021/R1,NA
EPI_ISL_18788588,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_18856077,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18855701,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_19216500,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_19510838,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_18838729,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
EPI_ISL_19001972,8_1_2_1_2_1_1_1,NA,Notassigned
EPI_ISL_19184037,8_1_1_1_2_1_1_1,NA,Notassigned
EPI_ISL_19184036,8_1_1_1_2_1_1_1,NA,NA
EPI_ISL_18854215,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_18787982,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_18787976,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_18787952,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19476830,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19476829,1_6_2_1_2_1_1_1,H5N1/2022/R17,Notassigned
EPI_ISL_19444940,3_2_1_1_1_1_1_2,H5N1/2023/R10,Notassigned
EPI_ISL_19444938,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19444937,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19444893,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19085481,2_1_1_1_2_1_1_1,H5N1/2020/R1,Notassigned
EPI_ISL_18824089,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18824088,1_8_2_1_2_1_1_1,H5N1/2023/R3,Notassigned
EPI_ISL_18824087,1_41_2_1_2_1_1_1,NA,Notassigned
EPI_ISL_18824086,1_1_2_1_2_1_1_1,H5N1/2021/R2,Notassigned
EPI_ISL_18824085,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18742220,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742219,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742218,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742217,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742216,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742215,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742214,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_19151817,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_19151726,3_1_1_1_1_1_1_1,H5N1/2022/R3,B4.1
EPI_ISL_19151661,4_5_5_1_1_1_1_1,H5N1/2022/R5,B1.2
EPI_ISL_18755130,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18755129,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_18937337,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_18742221,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742213,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_18742212,5_3_1_1_1_1_1_2,H5N1/2022/R7,B3.2
EPI_ISL_19512044,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19512043,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19263923,3_2_1_1_1_1_1_2,H5N1/2023/R10,B3.13
EPI_ISL_19494411,16_1_2_1_2_1_1_1,H5N1/2023/R9,Notassigned
EPI_ISL_19430029,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430028,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430027,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430026,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430025,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430024,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430023,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430022,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430021,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430020,4_5_1_1_1_1_1_1,H5N1/2022/R1,B1.1
EPI_ISL_19430019,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430018,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19430017,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19430016,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430015,4_5_9_1_1_1_1_1,NA,Minor91
EPI_ISL_19430013,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430012,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430011,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430010,7_2_1_1_1_1_1_2,H5N1/2022/R18,B3.6
EPI_ISL_19430009,4_5_9_1_1_1_1_1,NA,Minor91
EPI_ISL_19430008,4_5_9_1_1_1_1_1,NA,Minor91
EPI_ISL_19430007,4_5_9_1_1_1_1_1,NA,Minor91
EPI_ISL_19430006,2_1_1_1_2_1_1_1,H5N1/2020/R1,A2
EPI_ISL_19430005,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430004,4_5_1_1_2_1_1_1,NA,Minor89
EPI_ISL_19430003,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430002,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19430000,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429999,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429998,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429997,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429996,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429995,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429994,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429993,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429992,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429991,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429990,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429989,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429988,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429987,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429986,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429985,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429984,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429983,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429982,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429981,4_5_9_1_2_1_1_1,H5N1/2023/R6,C2.1
EPI_ISL_19429980,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19429979,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19429949,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19429947,3_2_1_1_6_1_1_2,H5N1/2023/R5,B3.7
EPI_ISL_19280996,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19280995,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19280994,1_1_4_1_4_1_1_4,H5N1/2022/R10,Notassigned
EPI_ISL_19266396,28_1_1_1_2_1_1_1,NA,Notassigned
EPI_ISL_19266394,28_1_1_1_2_1_1_1,NA,Notassigned
EPI_ISL_19216501,8_6_2_1_2_3_1_1,H5N5/2020/R2,NA
